amount,inv_num,store_name,inv_date,inv_time,age_range,name
553,INV_8283E7FED3D2CBF5,麥當勞,2025-11-08,22:28:00,"(17, 21]",分享盒_期間限定 / 玉米湯-小 / 二中冰紅茶_1送1 / 分享配-大薯 / 選-雞炸蝦堡
159,INV_829588090530A1F6,麥當勞,2025-11-15,23:08:00,"(17, 21]",可樂-中 / 配-經典大薯 / 餐-勁辣雞腿
48,INV_829841B047E72011,麥當勞,2025-10-19,23:53:00,"(17, 21]",四塊麥克雞塊
125,INV_82B21A3312D2D405,麥當勞,2025-10-22,22:08:00,"(17, 21]",蘋果派 / 薯條-小 / 玉米湯-小
149,INV_82D617DA33D93C17,麥當勞,2025-11-08,23:43:00,"(17, 21]",嫩煎雞腿堡 / 薯條-大
69,INV_82DC9B2FBC80D05B,麥當勞,2025-10-22,23:27:00,"(17, 21]",C冰紅茶_小 / 六塊雞_69
201,INV_82FA251E0F00694E,麥當勞,2025-11-15,01:43:00,"(17, 21]",可樂-中 / 配-經典中薯 / 餐-六塊雞 / 加購辣腿/排
88,INV_830394A80C036FCC,麥當勞,2025-10-20,00:24:00,"(17, 21]",薯條-中 / 熱紅茶
76,INV_8306D9807FDEB629,麥當勞,2025-11-02,01:17:00,"(17, 21]",雪碧-中 / 可樂-中
211,INV_830D76AA5E1E4C74,麥當勞,2025-10-24,22:15:00,"(17, 21]",玉米湯-大 / 加購勁辣翅 / 配-經典大薯 / 餐-六塊雞M
213,INV_8312575E4EFD8976,麥當勞,2025-11-07,23:01:00,"(17, 21]",可樂-中 / 餐-雙四盎司牛 / 配-經典大薯
513,INV_8319C857109EAF28,麥當勞,2025-10-18,01:47:00,"(17, 21]",分享配-大薯 / 雞塊原腿分享盒 / 可樂-中
389,INV_83282C26F17123D2,麥當勞,2025-11-07,02:21:00,"(17, 21]",$2塑膠袋 / 麥香魚 / P06_大薯x2 / A10_中可樂1送1 / P05_辣腿排x2 / P03_六塊雞x2
190,INV_833242F42F9687F5,麥當勞,2025-10-20,22:18:00,"(17, 21]",#(牛)脆薯堡 / 可樂-中 / 四塊麥克雞塊
174,INV_8335B022A4AE5C69,麥當勞,2025-10-23,02:03:00,"(17, 21]",配-經典中薯 / 餐-麥香魚 / 薯條-中 / 玉米湯-小
153,INV_833AAB163C7A35FF,麥當勞,2025-10-24,22:37:00,"(17, 21]",餐-勁辣雞腿 / 套餐冰美式咖啡 / 配-經典中薯
305,INV_833FD3D5C6312C8F,麥當勞,2025-10-21,22:18:00,"(17, 21]",加購原腿/排 / 餐-麥香魚M / 配-經典大薯 / 增加 麥香魚片 / 冰紅茶-中 / 增加 吉事片 / 黑百分百購物袋
429,INV_834FE0DE328A8580,麥當勞,2025-10-15,23:07:00,"(17, 21]",配-經典中薯 / 加購六塊雞 / 辣腿/排_69 / C冰紅茶_小 / $2塑膠袋 / 餐-雙層牛肉 / 零卡可-中 / 冰紅茶-中 / 配-辣腿/排 / 餐-勁辣雞腿
166,INV_834FF7EE9A2536FC,麥當勞,2025-10-28,22:36:00,"(17, 21]",薯條-中 / 冰紅茶-中 / 大麥克
134,INV_83556417B3540F35,麥當勞,2025-10-30,00:04:00,"(17, 21]",雙蝦堡
214,INV_8364B4C8876C51BC,麥當勞,2025-10-16,22:10:00,"(17, 21]",餐-#(牛)脆薯堡 / 可樂-中 / 加購勁辣翅 / 配-經典中薯
204,INV_8369271F5AB0B299,麥當勞,2025-10-31,00:21:00,"(17, 21]",麥克雙牛_69 / C冰紅茶_小 / 薯條-大 / 辣腿/排_69 / C雪碧_小
272,INV_836BEAF33DDFE513,麥當勞,2025-10-26,00:39:00,"(17, 21]",餐-麥香雞 / 蛋捲冰淇淋 / 加購藍莓派 / 醣醋醬包 / 配-經典中薯 / 可樂-中 / 雙倍OR冰炫風 / $2塑膠袋
179,INV_83766F34CA0A972D,麥當勞,2025-11-10,01:30:00,"(17, 21]",冰焦糖奶茶 / 餐-六塊雞 / 配-經典大薯
315,INV_83891F1BCEFE0F1C,麥當勞,2025-10-20,23:40:00,"(17, 21]",六塊麥克雞塊 / OREO冰炫風 / 蘋果派 / 薯條-中 / 大蛋捲冰 / 薯條-大
379,INV_838CB0E27F8FC07E,麥當勞,2025-10-23,02:18:00,"(17, 21]",配-經典中薯 / 藍莓派 / 冰焦糖奶茶 / 餐-勁辣雞腿 / 配-經典大薯 / 玉米湯-小 / 餐-六塊雞
218,INV_8391E97D147658E2,麥當勞,2025-10-31,22:19:00,"(17, 21]",配-經典大薯 / 零卡可-中 / 餐-雙層牛肉 / 加購四雞塊 / 增加 牛肉片
203,INV_839401CCC8A43EF0,麥當勞,2025-11-05,22:38:00,"(17, 21]",P02_原腿排x2 / 薯條-大 / A13_中冰紅1送1
50,INV_839E8E1C6FC10753,麥當勞,2025-10-31,22:37:00,"(17, 21]",C綠茶_小 / 勁辣翅_50
156,INV_83B96ADC07757560,麥當勞,2025-10-23,23:45:00,"(17, 21]",餐-六塊雞 / 玉米湯-小 / 配-經典大薯
204,INV_83BFEEC80B388DCA,麥當勞,2025-11-09,01:14:00,"(17, 21]",玉米湯-大 / 十塊麥克雞塊 / 蘋果派
222,INV_83C936AF3D00095D,麥當勞,2025-11-15,22:23:00,"(17, 21]",餐-帕瑪森牛肉堡 / *冰蜂蜜奶茶 / 配-經典中薯
179,INV_83E5427E27D72971,麥當勞,2025-11-15,23:26:00,"(17, 21]",*冰蜂蜜奶茶 / 餐-六塊雞 / 配-經典大薯
508,INV_83E578AAE4A53188,麥當勞,2025-10-16,22:34:00,"(17, 21]",選-脆薯雞堡 / 選-脆薯牛堡 / 分享配-大薯 / 二中零卡可樂_1送1 / 分享盒_期間限定 / 增加 牛肉片
116,INV_83F5A706AEEA4968,麥當勞,2025-11-11,23:44:00,"(17, 21]",C可樂_小 / 薯條-大 / 麥香雞_50
164,INV_84142664620E6C60,麥當勞,2025-10-19,23:18:00,"(17, 21]",C零卡可_小 / 麥香雞_50 / 薯條-大 / 四塊麥克雞塊
243,INV_84157EE3240BC6AE,麥當勞,2025-11-12,02:44:00,"(17, 21]",餐-勁辣雞腿 / 餐-麥香雞 / 配-經典中薯 / 加購四雞塊 / 玉米湯-小
220,INV_84158BE02E0DF42D,麥當勞,2025-11-08,23:30:00,"(17, 21]",玉米湯-大 / P05_辣腿排x2 / 薯條-大
229,INV_842232C604F16962,麥當勞,2025-11-11,23:02:00,"(17, 21]",加購四雞塊 / $2塑膠袋 / 大蛋捲冰 / 配-經典大薯 / 餐-麥香魚 / 玉米湯-大
199,INV_8428AE38CD868C45,麥當勞,2025-11-04,22:58:00,"(17, 21]",玉米湯-大 / 配-辣腿/排 / C雪碧_小 / 四雞塊_50 / 餐-麥香雞
191,INV_842E0786CAB5E9D5,麥當勞,2025-10-18,03:04:00,"(17, 21]",可樂-中 / 二原腿排餐 / 配-經典中薯
234,INV_8431AC6B465B43D1,麥當勞,2025-10-16,22:34:00,"(17, 21]",加購六塊雞 / 餐-麥香雞 / 配-經典中薯 / 玉米湯-大 / 玉米湯-小
148,INV_8436E5F52107446B,麥當勞,2025-10-17,22:14:00,"(17, 21]",C可樂_小 / 藍莓派 / 四塊麥克雞塊 / 大蛋捲_50
178,INV_843D8D69FB046437,麥當勞,2025-10-19,23:35:00,"(17, 21]",麥克雙牛_69 / 十塊麥克雞塊 / C零卡可_小
359,INV_8441326CE056E35F,麥當勞,2025-10-16,22:47:00,"(17, 21]",可樂-中 / 餐-BLT牛肉堡 / 配-經典中薯 / 冰焦糖奶茶 / 餐-#(牛)脆薯堡
258,INV_844DF5867C64D760,麥當勞,2025-11-10,02:53:00,"(17, 21]",雞塊20分享盒 / 二中冰綠茶_1送1 / 分享配-大薯
190,INV_84535AAFA8FA9D94,麥當勞,2025-10-24,02:37:00,"(17, 21]",配-經典大薯 / 餐-十塊雞 / 可樂-中
355,INV_845A1E7A3C116DD5,麥當勞,2025-10-17,23:15:00,"(17, 21]",冰紅茶-中 / 配-經典中薯 / 餐-麥香雞 / @盲盒 / 玉米湯-小 / 餐-六塊雞
209,INV_845C1ED321C2FF13,麥當勞,2025-10-20,22:29:00,"(17, 21]",加購六塊雞 / 玉米湯-小 / 配-經典中薯 / 餐-勁辣雞腿
331,INV_847058465217C23A,麥當勞,2025-10-26,03:11:00,"(17, 21]",加購藍莓派 / 配-六塊豪吃 / 玉米湯-大 / *勁辣香雞翅 / 餐-勁辣雞腿 / 零卡可-中
166,INV_847B6EFBA84996DE,麥當勞,2025-10-30,22:17:00,"(17, 21]",大麥克 / 冰紅茶-中 / 薯條-中
229,INV_847C937EBC70EAF5,麥當勞,2025-10-21,22:13:00,"(17, 21]",可樂-中 / 玉米湯-大 / 六塊麥克雞塊
48,INV_84834A5A9FCE134D,麥當勞,2025-10-22,22:00:00,"(17, 21]",四塊麥克雞塊
150,INV_848731F5F1F1483F,麥當勞,2025-11-05,22:52:00,"(17, 21]",雙層牛肉堡 / 薯條-小 / 雪碧-中
338,INV_8491C5CCA637B53C,麥當勞,2025-11-15,00:31:00,"(17, 21]",雙層牛肉堡 / P06_大薯x2 / A14_冰焦奶1送1 / P03_六塊雞x2
50,INV_84BF8AA596B10E65,麥當勞,2025-10-28,22:32:00,"(17, 21]",勁辣翅_50 / C冰紅茶_小
271,INV_84BF95A9A7D70502,麥當勞,2025-10-23,22:51:00,"(17, 21]",冰紅茶-中 / 餐-起司三牛堡 / 配-OREO炫冰 / 加購原腿/排
323,INV_84C3ED6C342A37DE,麥當勞,2025-10-17,00:32:00,"(17, 21]",冰綠茶-中 / 加購六塊雞 / C可樂_小 / 藍莓派 / 配-經典大薯 / 餐-雙層麥香雞 / 大蛋捲_50
149,INV_84D1D16453AFE04A,麥當勞,2025-11-05,01:56:00,"(17, 21]",薯條-小_50 / C冰紅茶_小 / P03_六塊雞x2
233,INV_84D4619CD293C36D,麥當勞,2025-11-06,00:41:00,"(17, 21]",P02_原腿排x2 / #(牛)炸蝦堡
48,INV_84D48B4A6E65CCF1,麥當勞,2025-11-14,00:55:00,"(17, 21]",四塊麥克雞塊
437,INV_84D873D5F28F0D4C,麥當勞,2025-11-02,23:10:00,"(17, 21]",配-OREO炫冰 / 餐-雙蝦堡 / 冰綠茶-中 / 餐-牛炸蝦堡 / 配-經典中薯 / 冰紅茶-中
377,INV_84EEAED524257ED0,麥當勞,2025-10-23,01:15:00,"(17, 21]",餐-十塊雞M / 雪碧-中 / 蘋果派 / 玉米湯-大 / 配-經典大薯 / 薯條-中 / 歡樂送外送費
126,INV_8503438440524307,麥當勞,2025-10-27,22:21:00,"(17, 21]",二原腿排
170,INV_85062683BB2D8369,麥當勞,2025-10-27,23:47:00,"(17, 21]",配-經典中薯 / 餐-麥香雞 / 玉米湯-小 / 加購藍莓派
180,INV_850692C774020236,麥當勞,2025-10-20,00:53:00,"(17, 21]",薯條-大 / 四塊麥克雞塊
190,INV_8510BB79D4F647E1,麥當勞,2025-11-03,01:32:00,"(17, 21]",配-經典中薯 / 加購蘋果派 / 餐-六塊雞 / 玉米湯-大
199,INV_85362E2DEC19D6EF,麥當勞,2025-11-06,22:36:00,"(17, 21]",餐-牛炸蝦堡 / 配-經典中薯 / 可樂-中
281,INV_853D6BBB524DD9A3,麥當勞,2025-10-22,01:12:00,"(17, 21]",配-六塊豪吃 / 加購藍莓派 / *冰蜂蜜奶茶 / 餐-麥香魚 / 薯條-中
215,INV_854093C4ED1CD44D,麥當勞,2025-11-14,23:24:00,"(17, 21]",冰紅茶-小 / 帕瑪森牛肉堡 / 玉米湯-大
416,INV_85445A6326E25400,麥當勞,2025-10-17,02:42:00,"(17, 21]",分享配-大薯 / 分享盒_期間限定 / 加購藍莓派 / 選-脆薯雞堡
133,INV_85448F25D835ED03,麥當勞,2025-10-17,01:36:00,"(17, 21]",餐-六塊雞 / 雪碧-中 / 配-經典中薯
144,INV_854D4FC3BCFC4059,麥當勞,2025-10-15,23:18:00,"(17, 21]",可樂-小 / HM-四塊雞 / HM配-小薯條 / 玉米湯-大
73,INV_85511D697C32759A,麥當勞,2025-11-10,23:43:00,"(17, 21]",玉米湯-大 / 蛋捲冰淇淋
40,INV_85535DCFEFE9238E,麥當勞,2025-10-16,22:56:00,"(17, 21]",薯條-小
531,INV_8558B7494AE086C6,麥當勞,2025-10-15,22:49:00,"(17, 21]",麥香魚_69 / 加購原腿/排 / *雙層麥香雞 / 配-經典中薯 / C冰紅茶_小 / 可樂-中 / 薯條-大 / OREO冰炫風 / 餐-勁辣雞腿 / 四塊麥克雞塊
58,INV_855AE5FEDD12F987,麥當勞,2025-11-09,22:09:00,"(17, 21]",卡布奇諾
188,INV_8563EEACC28F6F03,麥當勞,2025-10-25,22:09:00,"(17, 21]",配-經典中薯 / C綠茶_小 / 冰綠茶-中 / 大蛋捲_50 / 餐-六塊雞
113,INV_856CAC77F35168EC,麥當勞,2025-10-25,23:59:00,"(17, 21]",雙倍OR冰炫風 / 四塊麥克雞塊
236,INV_857C0FC5237B64E9,麥當勞,2025-11-12,00:28:00,"(17, 21]",P03_六塊雞x2 / P02_原腿排x2 / A10_中可樂1送1
116,INV_859625E40B8B242D,麥當勞,2025-10-16,01:59:00,"(17, 21]",勁辣翅_50 / 薯條-大 / C綠茶_小
193,INV_85BA78CB0B921AC3,麥當勞,2025-10-17,22:21:00,"(17, 21]",原腿/排_69 / 辣腿/排_69 / 蘋果派 / 四塊麥克雞塊 / C可樂_小
66,INV_85BD171D3E866CB9,麥當勞,2025-10-20,22:51:00,"(17, 21]",薯條-大
334,INV_85BE0583AD6471C5,麥當勞,2025-11-08,22:10:00,"(17, 21]",勁辣雞腿堡 / 配-經典中薯 / 餐-六塊雞 / 冰紅茶-中 / 加購辣腿/排 / 玉米湯-大
475,INV_85CD20913D93BB70,麥當勞,2025-10-20,23:33:00,"(17, 21]",餐-大麥克M / 冰紅茶-中 / OREO冰炫風 / 加購六塊雞 / 餐-雙層牛肉M / 可樂-中 / 配-經典大薯 / $2塑膠袋 / 配-經典中薯
164,INV_85D72571BA2E6DBE,麥當勞,2025-10-23,22:30:00,"(17, 21]",玉米湯-小 / 配-經典中薯 / 餐-四盎司牛
33,INV_85DA0F918C6D65FA,麥當勞,2025-10-19,23:12:00,"(17, 21]",可樂-小
334,INV_85E5F9F98756C327,麥當勞,2025-11-07,00:23:00,"(17, 21]",冰蜂蜜紅茶 / 餐-雞炸蝦堡 / 配-經典大薯 / P03_六塊雞x2
239,INV_85FE01E74417D627,麥當勞,2025-11-11,22:12:00,"(17, 21]",配-六塊豪吃 / 玉米湯-大 / 餐-勁辣雞腿 / 加購四雞塊
198,INV_86072FFA2810304C,麥當勞,2025-11-06,03:05:00,"(17, 21]",P06_大薯x2 / P03_六塊雞x2
48,INV_86075A3516EC943D,麥當勞,2025-11-02,22:14:00,"(17, 21]",四塊麥克雞塊
90,INV_8607EDDB68132481,麥當勞,2025-10-18,23:40:00,"(17, 21]",四雞塊_50 / 薯條-小 / C可樂_小
248,INV_8628A2F7640C76E7,麥當勞,2025-11-13,23:17:00,"(17, 21]",加購四雞塊 / 配-經典大薯 / 餐-四盎司牛 / 冰焦糖奶茶
149,INV_86314835269BAD6A,麥當勞,2025-11-12,00:49:00,"(17, 21]",P01_四盎司牛x2
271,INV_863D8FB3A4385E87,麥當勞,2025-10-15,23:08:00,"(17, 21]",餐-十塊雞M / 藍莓派 / 冰紅茶-中 / 歡樂送外送費 / 配-經典中薯 / 蜂蜜芥末醬包
182,INV_8644ACB283547FEB,麥當勞,2025-10-19,00:53:00,"(17, 21]",蘋果袋 / 配-經典中薯 / 玉米湯-小 / 餐-六塊雞
251,INV_8646158B2F2FE38F,麥當勞,2025-10-15,22:54:00,"(17, 21]",吉事漢堡 / 餐-#(雞)脆薯堡 / 冰紅茶-中 / 配-OREO炫冰
353,INV_864BA02CF8196130,麥當勞,2025-10-30,22:38:00,"(17, 21]",配-經典中薯 / 餐-六塊雞 / 餐-牛炸蝦堡 / 可樂-中 / 配-經典大薯 / 冰無糖紅-中
255,INV_865A19D83551F9F0,麥當勞,2025-10-17,22:29:00,"(17, 21]",配-經典大薯 / 二原腿排餐 / 麥香雞 / 冰紅茶-中
541,INV_865D99FCE450E38A,麥當勞,2025-11-13,23:41:00,"(17, 21]",餐-六塊雞 / 配-六塊豪吃 / 增加 安格斯牛肉片 / 冰紅茶-中 / 冰無糖紅-中 / Evian礦泉水 / 增加 吉事片 / 餐-麥香魚 / 餐-雙四盎司牛 / 配-經典中薯
175,INV_8660B9704D27A440,麥當勞,2025-11-15,02:42:00,"(17, 21]",薯條-大 / 十塊麥克雞塊
228,INV_8669F3BAC7ADFFDE,麥當勞,2025-11-14,22:10:00,"(17, 21]",HM-讀本 / HM-四塊雞 / HM配-小薯條 / OREO冰炫風 / 麥香魚 / 鮮乳 / 蛋捲冰淇淋
277,INV_8672C3DEC5D8AADF,麥當勞,2025-10-15,22:36:00,"(17, 21]",藍莓派 / 可樂-中 / 加購原腿/排 / 配-經典大薯 / 餐-大麥克
150,INV_868DCD63D2F124BF,麥當勞,2025-10-22,03:13:00,"(17, 21]",配-經典中薯 / 玉米湯-小 / 餐-勁辣雞腿
65,INV_86A102208D5DC17C,麥當勞,2025-10-17,22:03:00,"(17, 21]",雙倍OR冰炫風
272,INV_86A4E51871135E71,麥當勞,2025-10-31,00:36:00,"(17, 21]",薯條-中 / 大麥克 / 勁辣雞腿堡 / 薯條-大
331,INV_86AC1A1ED77C39D5,麥當勞,2025-11-11,01:38:00,"(17, 21]",薯條-中 / 玉米湯-小 / A10_中可樂1送1 / P06_大薯x2 / P05_辣腿排x2
50,INV_86AF99B2655890D7,麥當勞,2025-10-20,01:23:00,"(17, 21]",薯條-中
298,INV_86B06764CD96530C,麥當勞,2025-11-09,22:18:00,"(17, 21]",C可樂_小 / $2塑膠袋 / 薯條-小_50 / 可樂-中 / 配-經典中薯 / 餐-雙層牛肉 / 加購六塊雞 / 勁辣翅_50 / C冰紅茶_小
149,INV_86C39ABC270CD007,麥當勞,2025-11-05,23:43:00,"(17, 21]",P06_大薯x2 / 吉事漢堡_50 / C冰無糖紅_小
166,INV_86CDF31019165BFC,麥當勞,2025-10-26,01:11:00,"(17, 21]",麥香雞_50 / 藍莓派 / C冰紅茶_小 / 薯條-大
193,INV_86D09FB472449865,麥當勞,2025-10-17,22:21:00,"(17, 21]",可樂-中 / 餐-勁辣雞腿M / 麥香雞_50 / 配-經典中薯 / C雪碧_小
319,INV_86E067DE48D128D0,麥當勞,2025-10-26,22:15:00,"(17, 21]",玉米湯-小 / @盲盒 / 配-經典中薯 / 餐-六塊雞 / 薯條-中
305,INV_86E4AC77BEA353D9,麥當勞,2025-10-26,22:06:00,"(17, 21]",麥香魚 / 二中可樂_1送1 / 分享配-大薯 / 雞塊20分享盒
297,INV_86F9C7CB0CE9C9C2,麥當勞,2025-11-10,22:44:00,"(17, 21]",玉米湯-大 / 餐-雙層牛肉 / 六塊麥克雞塊 / 加購六塊雞 / 配-經典大薯
258,INV_870743A6C840250E,麥當勞,2025-10-19,01:39:00,"(17, 21]",配-六塊豪吃 / 餐-#(雞)脆薯堡 / 冰無糖紅-中 / 加購藍莓派
149,INV_87075D2A5216F637,麥當勞,2025-11-07,22:15:00,"(17, 21]",C綠茶_小 / P06_大薯x2 / 四雞塊_50
252,INV_87127619841F36CA,麥當勞,2025-11-08,22:00:00,"(17, 21]",玉米湯-大 / 配-原腿/排 / P06_大薯x2 / 餐-麥香魚
137,INV_872FDB38166536BE,麥當勞,2025-11-08,22:55:00,"(17, 21]",雪碧-中 / P03_六塊雞x2
449,INV_87378F7130F22E01,麥當勞,2025-11-01,23:03:00,"(17, 21]",配-六塊豪吃 / @盲盒 / 餐-六塊雞 / 冰紅茶-中 / 二辣腿排餐 / 配-經典中薯
128,INV_873C043AC8D2BF45,麥當勞,2025-10-31,01:01:00,"(17, 21]",勁辣雞腿堡 / 薯條-中
99,INV_873C75D9AC6DAF85,麥當勞,2025-11-13,23:59:00,"(17, 21]",P05_辣腿排x2
133,INV_8749B6F621FEF02B,麥當勞,2025-11-11,00:26:00,"(17, 21]",冰紅茶-中 / 餐-六塊雞 / 配-經典中薯
2,INV_874EAE893FF0A7C2,麥當勞,2025-11-14,23:25:00,"(17, 21]",$2塑膠袋
68,INV_8764B39FBB8AC272,麥當勞,2025-11-02,22:50:00,"(17, 21]",六塊麥克雞塊
99,INV_8764CEDDF55E5005,麥當勞,2025-10-24,22:04:00,"(17, 21]",勁辣翅_50 / *勁辣香雞翅 / C雪碧_小
415,INV_877156BD2B0BEFDD,麥當勞,2025-10-16,22:30:00,"(17, 21]",配-六塊豪吃 / 配-原腿/排 / 加購藍莓派 / 雪碧-中 / 零卡可-中 / 餐-#(牛)脆薯堡 / 餐-勁辣雞腿
263,INV_87772930C1196F98,麥當勞,2025-11-14,00:12:00,"(17, 21]",餐-牛炸蝦堡 / 冰紅茶-中 / 加購四雞塊 / 配-原腿/排
153,INV_877E66E99CF9B633,麥當勞,2025-10-22,22:04:00,"(17, 21]",C雪碧_小 / $2塑膠袋 / 麥香雞_50 / 六塊麥克雞塊 / C冰紅茶_小
208,INV_87871AD3FBED7071,麥當勞,2025-11-02,23:57:00,"(17, 21]",餐-雙層牛肉 / 配-經典大薯 / 玉米湯-小 / 餐-麥香雞
174,INV_878D7A9B0B94FAE8,麥當勞,2025-11-07,23:39:00,"(17, 21]",配-經典中薯 / 餐-十塊雞 / 雪碧-中
236,INV_879A2F1CCEAAAA69,麥當勞,2025-11-11,22:11:00,"(17, 21]",六塊麥克雞塊 / 薯條-小 / C綠茶_小 / OREO冰炫風 / 麥克雙牛_69
119,INV_87A2994E27292A7C,麥當勞,2025-11-02,22:21:00,"(17, 21]",C雪碧_小 / C可樂_小 / 麥克雙牛_69 / 麥香雞_50
185,INV_87A946EED97C7C77,麥當勞,2025-10-28,23:25:00,"(17, 21]",玉米湯-小 / 加購勁辣翅 / 餐-六塊雞 / 配-經典中薯
50,INV_87B05FFB61AAF4EE,麥當勞,2025-11-05,01:41:00,"(17, 21]",C冰紅茶_小 / 麥香雞_50
358,INV_87B5BD088888BCB2,麥當勞,2025-10-28,01:28:00,"(17, 21]",可樂-中 / 配-六塊豪吃 / 玉米湯-大 / 餐-十塊雞 / 藍莓派 / 加購勁辣翅
224,INV_87C0DDA3B71154EB,麥當勞,2025-10-31,00:16:00,"(17, 21]",二原腿排 / 蘋果派 / 冰蜂蜜紅茶
325,INV_87C2BB423522F7B8,麥當勞,2025-10-18,22:45:00,"(17, 21]",餐-#(牛)脆薯堡 / 配-經典中薯 / 玉米湯-小 / 加購勁辣翅 / 餐-#(雞)脆薯堡
347,INV_87CB7B22F82B2462,麥當勞,2025-10-19,22:16:00,"(17, 21]",冰紅茶-中 / 餐-六塊雞 / 配-雙OREO炫冰 / 加購勁辣翅 / @盲盒
50,INV_87E2B9539DB2C777,麥當勞,2025-10-18,22:14:00,"(17, 21]",四雞塊_50 / C可樂_小
199,INV_87EAFE33E131ED37,麥當勞,2025-10-27,23:24:00,"(17, 21]",配-經典大薯 / 冰紅茶-中 / 六塊麥克雞塊 / 餐-麥香雞 / $2塑膠袋
356,INV_87F2DE157415DFEE,麥當勞,2025-10-31,23:33:00,"(17, 21]",加購六塊雞 / 餐-勁辣雞腿 / 加購勁辣翅 / 大蛋捲冰 / 冰紅茶-中 / 配-六塊豪吃 / 配-經典大薯
217,INV_87FD994CA8CC36D5,麥當勞,2025-10-28,22:25:00,"(17, 21]",$2塑膠袋 / 加購原腿/排 / 餐-麥香雞 / 冰紅茶-中 / 配-OREO炫冰
133,INV_87FE9C9AE654490F,麥當勞,2025-10-16,23:08:00,"(17, 21]",可樂-中 / 配-經典中薯 / 餐-六塊雞
196,INV_87FEDE7C68ECA607,麥當勞,2025-10-21,23:09:00,"(17, 21]",薯條-大 / 薯條-中 / 辣腿/排 / 醣醋醬包
310,INV_880D6CE1CB1E1BED,麥當勞,2025-11-07,22:35:00,"(17, 21]",麥香魚 / 冰紅茶-中 / 配-經典中薯 / 餐-牛炸蝦堡 / 加購六塊雞
208,INV_880FD8C56482F27D,麥當勞,2025-10-24,00:23:00,"(17, 21]",二辣腿排餐 / 玉米湯-大 / 配-經典中薯
40,INV_8811236A762D0720,麥當勞,2025-11-13,02:54:00,"(17, 21]",蘋果派
50,INV_8812166B5E4F6D3F,麥當勞,2025-10-29,02:29:00,"(17, 21]",藍莓派
184,INV_8812C267026DCB9E,麥當勞,2025-11-08,01:59:00,"(17, 21]",餐-麥香雞 / 薯條-大 / 配-經典中薯 / 冰無糖紅-中
188,INV_88182E70423D493B,麥當勞,2025-10-21,23:21:00,"(17, 21]",餐-六塊雞 / 冰那堤 / 配-經典大薯
72,INV_8822223E18CB0A8E,麥當勞,2025-11-04,23:03:00,"(17, 21]",雙層牛肉堡
156,INV_8823EB7FF7F9E36A,麥當勞,2025-11-03,22:05:00,"(17, 21]",可樂-中 / 配-辣腿/排 / 餐-雙層牛肉
461,INV_8824DC7EEBB9CA3D,麥當勞,2025-11-08,22:32:00,"(17, 21]",#(牛)炸蝦堡 / P06_大薯x2 / @盲盒 / P03_六塊雞x2
2,INV_882FA4002321C513,麥當勞,2025-11-07,22:03:00,"(17, 21]",$2塑膠袋
88,INV_8834328F78AFA6F3,麥當勞,2025-10-28,23:04:00,"(17, 21]",冰紅茶-中 / 薯條-中
697,INV_883F695B22B95FFF,麥當勞,2025-10-15,02:39:00,"(17, 21]",餐-六塊雞 / 冰綠茶-中 / 四塊麥克雞塊 / $2塑膠袋 / 配-經典中薯 / 薯條-中 / 玉米湯-小 / 冰紅茶-中 / 冰蜂蜜紅茶 / 六塊麥克雞塊 / 加購勁辣翅 / 玉米湯-大
131,INV_884718D973E29398,麥當勞,2025-10-19,23:08:00,"(17, 21]",薯條-大 / 雙倍OR冰炫風
226,INV_8850D785A1EEE7F4,麥當勞,2025-10-20,23:23:00,"(17, 21]",藍莓派 / 玉米湯-大 / 薯條-大
228,INV_885B3CB7FD22A356,麥當勞,2025-11-09,23:24:00,"(17, 21]",餐-麥香雞 / P05_辣腿排x2 / 配-經典大薯 / 零卡可-中
328,INV_8874C67BDF2D36F0,麥當勞,2025-10-28,23:42:00,"(17, 21]",薯條-中 / 玉米湯-大 / 勁辣雞腿堡 / 四塊麥克雞塊 / 可樂-中 / OREO冰炫風
260,INV_88851C0AB76FD6C3,麥當勞,2025-10-21,00:12:00,"(17, 21]",配-經典中薯 / 零卡可-中 / 加購四雞塊 / 歡樂送外送費 / 餐-脆薯雞M
137,INV_88884D8C86ADD367,麥當勞,2025-11-10,22:00:00,"(17, 21]",P06_大薯x2 / 冰紅茶-中
93,INV_8889D49B0DB75ED7,麥當勞,2025-11-10,22:56:00,"(17, 21]",吉事漢堡 / 玉米湯-小
233,INV_889E2F295FD01DFA,麥當勞,2025-11-02,00:22:00,"(17, 21]",餐-嫩煎雞腿M / 玉米湯-小 / OREO冰炫風 / 配-原腿/排
164,INV_88A1794D9CCF9FCF,麥當勞,2025-11-05,23:02:00,"(17, 21]",四塊麥克雞塊 / 勁辣雞腿堡 / 冰紅茶-中
154,INV_88B4FDC3967372B1,麥當勞,2025-11-01,23:58:00,"(17, 21]",薯條-中 / 玉米湯-小 / OREO冰炫風
354,INV_88B6D31BF2958779,麥當勞,2025-11-15,23:18:00,"(17, 21]",F20_大麥克+勁辣堡 / 可樂-中 / 冰紅茶-中 / 薯條-中 / 玉米湯-小
334,INV_88BFBACDBF23C37B,麥當勞,2025-11-11,23:22:00,"(17, 21]",$2塑膠袋 / 薯條-大 / 餐-BLT牛肉堡 / 配-六塊豪吃 / 玉米湯-小 / 冰紅茶-中
